406,32.70,677.02
407,216.51,677.02
408,0.00,677.02
409,53.73,677.02
410,266.54,677.02
411,271.74,677.02
412,0.63,677.02
413,35.89,677.02
414,193.86,677.02
415,214.77,677.02
416,4.92,677.02
417,0.00,677.02
418,410.80,677.02
419,31.80,677.02
420,6.09,677.02
421,46.17,677.02
422,52.96,677.02
423,0.00,677.02
424,283.38,677.02
425,239.06,677.02
426,39.33,677.02
427,33.58,677.02
428,59.70,677.02
429,118.05,677.02
430,0.00,677.02
431,57.12,677.02
432,0.00,677.02
433,37.94,677.02
434,135.44,677.02
435,0.00,677.02
436,52.83,677.02
437,289.06,677.02
438,0.00,677.02
439,215.72,677.02
440,0.00,677.02
441,0.00,677.02
442,52.86,677.02
443,0.00,677.02
444,35.10,677.02
445,217.32,677.02
446,2.18,677.02
447,57.77,677.02
448,208.59,677.02
449,178.70,677.02
450,5.84,677.02
451,0.00,677.02
452,0.00,677.02
453,0.00,677.02
454,0.00,677.02
455,346.66,677.02
456,0.00,677.02
457,32.62,677.02
458,41.34,677.02
459,193.34,677.02
460,7.56,677.02
461,227.17,677.02
462,36.01,677.02
463,38.65,677.02
464,43.30,677.02
465,82.71,677.02
466,268.66,677.02
467,41.87,677.02
468,48.74,677.02
469,188.93,677.02
470,49.75,677.02
471,72.27,677.02
472,249.20,677.02
473,0.00,677.02
474,0.00,677.02
475,122.53,677.02
476,220.85,677.02
477,0.00,677.02
478,219.59,677.02
479,237.54,677.02
480,60.08,677.02
481,0.00,677.02
482,121.12,677.02
483,0.00,677.02
484,6.96,677.02
485,85.44,677.02
486,5.70,677.02
487,51.79,677.02
488,44.52,677.02
489,70.20,677.02
490,32.84,677.02
491,232.82,677.02
492,212.76,677.02
493,34.22,677.02
494,61.69,677.02
495,0.00,677.02
496,0.00,677.02
497,87.58,677.02
498,5.53,677.02
499,253.98,677.02
